sentiment,text,label
positive,Nice,2
negative,"RT @whammer1249: ""God loves you and he needs money"" George Carlin &amp; Ben Carson #GOPDebates",0
positive,Good performance and Battey life,2
positive,Screen size and camera and performance are good,2
positive,"Hi, i bought Samsung M30 (Blue) and it is still working very good but there are some improvement needs to be done :-

1. Charger not working after 3 months of purchase.
2. Heating problem.
3. while mobile is in our pocket, it's screen got appeared after lock the screen.",2
negative,Worst product. Phone hanging problem.,0
positive,Good enough speed whil finger print reading and camera quality is awesome but need software enhancements as texture getting smooth in some scenarios. And about battery its great easily get for a typical user but I personally think that it need some enhancements on software side as I use xiaomi mobile previously it has 4500 mah battery . Both performances looking so similar.,2
positive,Overall very good phone,2
negative,"Phone sim slot is not working properly, I am trying to exchange this phone",0
positive,"The major thing to consider this device is it's a android one device and another one is its cameras...regular cam which is 48mp and another two are wideangle and depth sensors...cameras are good it takes good pictures in day light in indoor lighting conditions also it takes better pictures where as in low light it performed better than as i expected it takes nice shots in low light conditions thanks to the f 1.8 aperture which allows more light to capture nice shots in the night...video quality is ok not that great....by default you can take the shots in 12mp...but there is a option to choose 48mp both in photo and pro mode....sound quality is good if you have nice pair of headphones you can get good sound from.the earphones.where as coming yo loud speaker it didn't my expectations...my previous device mi a1 has good loud speaker....and one of the major advantage with mi a3 is its compactness...yes the phone easily fits in your hand even though it is a 6""inch device you wont feel that it is a 6"" device....coming to screen quality it is ok..even though it is a super amoled display due to the screen resolution i.e., 720...you feel disappointed if they would have given the 1080 screen it would have been great....finally if you are looking to buy a good compact and solid build quality device go for mi a3 you wont get disappointed...except if you love big screens and high resolution displays....",2
positive,This is my third vivo bought in one yearQuality of camera is good,2
positive,Amazing battery life that last for 2days with heavy usage... Camera is not beyond expectation...,2
negative,RT @RWSurferGirl: After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. 🇺🇸 #GOPDebates  #GOPDebates,0
negative,@TheEconomist not pulling any punches today then! #GOPDebate http://t.co/Ad1RihJsbz,0
positive,Good,2
negative,The product which has poor battery life and sucking charge immediately.Heating issues are there donf buy it anyway.,0
neutral,Drop the price after we buy,1
neutral, OMG I WANT TO GO TO THE BEACH!!!,1
neutral,Screen rans automatikly some times,1
negative, aw  were sad you had to leave tokyo. come back.please,0
positive,best mobile in 15k range,2
negative,"I received a defective Samsung Galaxy M30 from Amazon. When I am trying to turn on , it boots to the logo then goes to the ""Samsung M30 powered by Android "" screen, then it stays there. I've tried to do a hard reset by holding down the power button and the volume up button and have done reboot and still gets hung on the ""SAMSUNG M30 "" logo. I contact customer services of amazon but they also failed and arranged a Technician visit. After 2 days, Technician agent verify the mobile and reported to Amazon about this problem. After that amazon send a replacement unit to my address. Amazon transport service agent come my address and say that after verification mobile will be replace. Agent trying to turn on the device to get IMEI no. How is this possible? Phone already dead/hung at samsung logo. Agent said that if he saw IMEI number on mobile screen, then replacement will done. I contact customer services about this matter but no solution. Replacement is rejected by amazon transport agent . I saw order details in my amazon app, it shows replacement unit rejected by customer 🙄. I surprised about the service provided by amazon. There is no connection between amazon customer support, Amazon Transport agent, amazon app but managed Amazon india😆😆. All unit are managed by amazon but there is no connection and understanding between them. I think for mobiles flipkart is best and services provided by them is also great. Please do not purchase mobile phones from Amazon. Services provided by amazon is really worst. For this reason 95% of new Mobile phone lunched on flipkart. When purchase mobile phones on Amazon, think twice.",0
neutral,Average phone,1
positive,I like camera.battery. everything in this mobile,2
negative,"RT @RWSurferGirl: I am wondering what Fox is up to with THIS debate -- get rid of Trump, Paul, Cruz, Carson? 🇺🇸 #GOPDebates  #GOPDebate",0
neutral,"I am disheartened with this phone. Hung multiple times in tenure of a month..can't attach pictures on WhatsApp to share, always get stuck and the screen get freezed.",1
negative,"Worst expected from samsung.....
The touch response is very bad...
The phone lags alot
Camera quality is also bad",0
negative,"It does not work properly
Instantly becomes very hot
All apps Start working on their own
In case something happens company will be responsible for that",0
neutral,"Totally its good.
Camera is impressive.
Touch screen is sensitive.
Battery life is short.
Cannot use mobile 24 hours even in full charge
High price, no yield for that amount",1
positive,"Bought a great pair of their 'eddie' ballet flats here on sale...deal. This store gives good...customer service that is. They noticed my sunglass case was a little too old and gave me a new one of theirs...lovely. I returned a few weeks later during their friends and family night and purchase a different color of the same shoe...perfect for traveling and the lovely shaded purples ones will be a great pop of color with my comfy and neutral travel clothes!

Hey if you see that girl walking by the Seine in Paris with the purple shoes...it's me!",2
negative,"I'd have to disagree with the person who said this restaurant is dog friendly.  I was told off by the owner because I had a little dog outside table and that was right after I finished paying for an overpriced breakfast dish and coffee.  I went here before that on several occasions and many times my order was forgotten, after paying....and the staff is real unprofessional blasting music at nightclub volume at early breakfast and lunch times.  I'm a neighbor, but will never go here again!!!!",0
negative,With in 6 month mobile display was failure,0
positive,"This phone has an amazing processor, the Octa core exynos 7904 is just perfect for playing high end games like pubg and asphalt 9 in HD. The camera is a key feature the rear camera is packed with and awesome dual camera set up of 13+5 megapixel with f/1.9 and f/2.2 respectively. The front camera is 8 megapixel with f/2.0 and I must say it's really amazing. This device runs on Android 8.1 oreo and has interface of Samsung Experience 9.5 UX and it's really smooth. Another major key feature of this phone is its 5000 mah battery which easily lasts all day even after heavy usage. The type c fast charger is also really good I mean it charges really quick. The phone is impressively fast and in this range one would barely find phone with such brilliant features. This phone also has fingerprint sensor on it's back just beside the dual camera setup. The fingerprint unlock is also really fast. Also the device comes with a powerful 4gb ram and 64 GB internal storage which is more than enough for me atleast and if not that then there's am expandable memory upto 512gb .Its really amazing phone in this range. I recommend this phone.",2
neutral,I has recent purcahsed brand mobile before 5 day. Now i am facing problem on wifi.when I created hotspot it's unable to find out on any device.But it's showing up atbmobile.i had do some setup for trouble shoot like restart the Mobile. Reset wifi setting as well as change hotspot name. System launcher setting.But still facing issue.,1
negative, I would much rather you didn`t punch yourself in the face...it might hurt,0
negative,More than a third of the original participants dropped out due to nausea and other side effects .,0
positive,Excellent phone,2
positive,Inspection went fine ... they like the house woopee. Would just be nice if it had been this morning so I could have done stuffs today,2
positive,Front camera very bad.,2
positive,Nice product and worth of price,2
neutral, You can`t.  My Grandma will probably be on the phone. So get on AIM!,1
positive,"I will make it simple
6gb 128gb

Performance - awesome
Looks - awesome
Camera - for a normal/non professional man fantastic",2
positive,"Everything fine , thanks Amazon for the timely delivery and attractive exchange cost.",2
negative,Device is Not working,0
negative,Phone with 4 gb ram and 64 gb internal storage is running slower than a 2gb ram and 8gb storage phone. Perfectly done samsung. Product looks good but can barely complete the functions of calling and typing without significant lag.,0
positive,"Phone over all  quality is very good
The was not too light or too weight..
Very good performance and fast actions.",2
negative,"This mobile is totally use less,only one month display error.......so please do not provide this items to other person.",0
positive,Loved the first #GOPdebate 🎉🎉🇺🇸,2
positive,Writing review after 12 days of use. Fantastic mobile and all the features are up to the mark. No heavy use from my side since no issues found. Happy with the purchase.,2
negative,RT @revjaydub: Clown show. #GOPDebate http://t.co/uyWu9jQcEx,0
negative,Rubio thinks the Republican Party is BFFs with God and the Democrats can just suck it as God hates them.  #GOPDebates,0
positive,Good,2
positive,Trust me.... Close your eyes and go for it... No Company provides such fully loaded phone at this price segment... Mi Note 8 Pro is fully loaded phone with great features.. I don't have words to comment for it's camera.. Camera is of high quality... Thanks Xiaomi...,2
neutral,Been i while since i`ve been on.... bogged under with exams!  Eugh. At least theres only 2 left!! Britains Got Talent!!,1
positive,Good phone.,2
positive,Best mobile in this range,2
negative,Product quality is not good as I expected......,0
positive,The looks are fabulous it look quite cool with dew drop display. I am bit dissappinted with the camera but battery backup has backed its case with ease. Finger print reader works quite smoothly....trully the best mobile in this prize range..,2
negative,Not good smartphone,0
positive," Good lord, man.   I recommend the Dark & Stormy at Casablanca.",2
neutral,very disappointed,1
positive,Very good,2
neutral,RT @simplyarash: Is Facebook co-hosting the #GOPDebate with Fox News because the only people who still use Facebook watch Fox News?,1
neutral, me.  confused about a guy...he`s great but why am I pushing him away?,1
neutral,"4 stars for the patrons that attended. good looking, generally friendly, and hardly any douchebags.
2 stars for the cleanliness. I was there last night for a reserved, catered party and even though the food had run it's course on the patio, nobody cleaned it up. fantastic decor coupled with disgusting expired looking food
2 stars for the bar service. ordered drinks three times and despite being at the barfront, it took 15mins each time to get a drink - which was generally underserved and overpriced. and this wait time wasnt just because sex girls were getting served... the bartenders were just that poor
3 stars for the ambiance. music, staff, mood of the club. 
2.75 stars overall. with places similar to this such as mabels and az88, i prob wouldnt go back to this place unless invited.",1
positive,Just love the mobile 😍😍 it's camera is just awesome ❤ it's screen is also bigger compared to other mobiles ... Just perfect for me ... I loved everything about this phone ... Worth buying 😘 I highly recommend to buy this phone,2
positive,Excellent,2
positive, pleaseeeee .. it was the only thing I wanted for my birthdayyyy!  please say happy birthday to me!,2
neutral,The number of magazine and newspaper readers remained unchanged .,1
negative,Not good as per advertisement,0
negative,Don't buy this mobile.it drops signals frequently .I tried with all top networks  the problem  is the same slow internet. I visited  Samsung  service  centre they said they will be looking  into it .if problem  continues. Worst phone when signals are considered.network frequency is very poor.i think they should fix with an update.,0
negative,Like this product but after some time hanging problem in this device,0
positive,Very best . Using very smart,2
positive,Don't trust any reviews .Such a wonderfull mobile😍.BEAST of speed. Wonderfull camera.fastest face unlock and fingerprint scanner.apreciable battery backup.An alrounder😎,2
negative,"While using front camera, the front camera is getting hot.. due to this problem i replaced another M30s.. but it is also heating... this is the main demerit of the phone.. please check ur mobile.. camera is also low quality..",0
neutral,The bill  which came along the mobile is scribbled and not visible properly,1
positive,"Reno 2 f is a good mobile phone it's is fast in terms of performance and camera quality  is fine fast charger is remarkable the night mode is amazing must consider to purchase it
if you are looking a mobile phone for this price range",2
neutral, isn`t that a local dish? borrow,1
positive,Good product.,2
positive,"Camera is nice , screen is a bit on the lower side the on-screen fingerprint reader is a bit slow",2
neutral,Tekla Structures 16 is ` all about you and your team ' and compatible with the Windows 7 operating system .,1
positive, im good! im on my laptop using and external internet plug. i need to send it away to be fixed,2
negative,The phone goes off abruptly while using it..and can be switched on only after 3-4 minutes.,0
neutral,"Helsinki on October 22 , 2008 SSH COMMUNICATIONS SECURITY CORP Board of Directors For further information , please contact : Tomi Laamanen , Chairman , tel. +358 0 400 609 544 Distribution : NASDAQ OMX Helsinki Ltd. .",1
neutral,"M30s is very good phone. But screen  is not strong , not hard.
Just  drop  my phone  from bed to floor  .only  2.5 feet defrance.  Screen cracked..",1
negative,"Product is best in its range.
I am using for last 4 months. I found no issue with it.",0
positive,This phone is awesome in all. Except back colour it visible like black not like green.,2
positive,Vivo u10 is grate and awesome,2
positive,"My husband and I LOVE LOVE LOVE this place. Every time we drive by he wants to go in and eat. Even if we are driving home from a dinner we just had!! 

1. The people that work there are AMAZING. They are so nice and hospitable, always glad to see you and let you decide the type of dining experience you want. (romantic date, take out, quick bar eats, etc.) 

2. This is the freshest place for seafood I have found in Phoenix. I don't know how they find half of the stuff the serve, but they do, and it is just off the boat. (I lived in Boston for 3 years and they get stuff I crave, like Kumomato Oysters, all types of fish and meat from East Coast farms) 

3. Pricing is right on...since they are serving stuff that is difficult to procure, I am always amazed at the value they present. 


Keep Rocking Yasu!!!",2
positive,Mobile is superb 👌👌👌👌,2
positive,Good worth of money 🤩,2
positive,Performance good,2
negative,I wish I had company,0
neutral,just ran through the rain,1
positive,Very good,2
neutral,NO update ui one android 9 I am waiting ui2 android 10,1
negative,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,0
negative,Failure  don't buy this,0
negative,"Let me first say if I could have given 0 stars I would have.

My wife and I went to this place and were EXTREMELY disappointed. We had gone to a different Pancho's many years ago and were hoping it would be like that. The choices were very very limited and basic. There are so many amazing Mexican dishes yet my only choices were a tamale,taco and some horrible tasting enchiladas. How does a Mexican food place not offer burritos...have you guys heard of a bean burrito? Its pretty popular and would be a good choice to offer.

The only food here that is worth eating is the baby churros and the Sopapillas, which actually were good. Unfortunately I didn't go to this place to pay $20 so my wife and I can eat Sopapillas. 

Please listen to my advice when I tell you to avoid this place. Take your money to taco bell and get a lot better Mexican food at a fraction of the cost.",0
negative,"Worst product ever... Good for nothing...
Fake promises...
Camera is tooo bad",0
positive,"Nice mobile
On my first time using the vivo model",2
positive,"Over all performance is good, but battery life is above average",2
positive,Nice phone,2
positive,Fingerprint reader is not working,2
positive,i am recently purchase note 8 pro n i am fully satisfied with phone nice camera good battery back up slow motion vedio r not good but over all budget phone with good future,2
positive,Very good performance,2
positive,"Best Steak Ever. That is all.  

Everything on the menu is amazing. Go now.",2
positive,Phone is simply great but a small issue the screen is reflective so in open it reflects the images of ambient objects.,2
positive,Budget Mobile for Middle class,2
positive,Qulety very nice,2
positive, wish u was in the D!,2
positive,"Writing the review after 4 days of use. Design and colour were very nice. Regarding camera, Image quality was excellent, potrait mode was too good. But I have observed a slight colour change of images. Oxygen OS was very simple and easy to use. We can feel the very smooth experience because of 90 hz display.",2
negative,Return window closed yesterday and mobile display has gone blank today. Is this mobile on warranty or its our mistake we bought from Amazon. This is very rare but has happened. Please help.,0
positive,Excellent,2
neutral,Fingerprints reader is not good.  Battery life is good,1
positive,Industry Investment is very interested in Glaston 's solar energy projects .,2
negative,work suckd.. another closing nite with 30 dollars pockeded..  i need a new job,0
positive,Very nice..,2
positive,happy 1 year! <3,2
positive,"FANTASTIC little lunch/brunch spot! Went here with the family while visiting Scottsdale and really enjoyed it! 

We had the Tuna Melt, which was delicious with their spiked cottage cheese! 
The cranberry chicken salad made into a sandwich was DELICIOUS! 

The omelets and scrambles looks great - I didn't taste, but then again, there was nothing left on the plate! LOL 

Smaller place so could be busy during peak hours, may call or try and hit an off time. Service was ok, wasn't anything special but the food was really cute and made for a really cute little lunch spot!",2
positive,Good experience vivo,2
positive,"Best phone in this price with Samsung brand tag..
5000 mAh battery and fast charge best thing so no hectic like my previous phone
Camera quality nice
Screen resolution good
Sound good",2
positive,Excellent,2
positive,"I used to LOVE this place.  It was fun, vibrant and hip and the food was pretty good.  The calamari salad with arugula was da bomb and still is.  The food was definitely better when it first opened.    If you drink enough alcohol to ignore the miserable wait staff then it's not so bad.  The wait staff are unprofessional and could give 2 rats about your dining experience; but all you have to do is tip accordingly and hopefully they'll shape up.  There are way too many places in Scottsdale to return here.  I think I will give it one more shot.  It is a shame b/c the food is pretty decent.",2
neutral,Nice its perfomormce also good but this phone is heating during use....... Camera improvement is good..,1
positive,This is my favorite of the Yard House restaurants and not just because it is on my side of town.  The food always seems to be done just right and my husband and his sister enjoy the beer.  Would have given one more star but my husband has yet to find any food item that makes him want to go here over some other restaurant.  Since I just can't seem to get enough of the grilled cheese and tomato bisque soup it is very disappointing that he doesn't want to go.,2
negative,It is totally waste of money. Very poor camera and amazon is not returning the product,0
neutral,The total value of the deal is USD 29mn .,1
positive,Wow! The Penang Curry (chicken) was absolutely incredible!! The portion was huge...had enough left over for another meal and tasted just as good the 2nd day. I will definitely be back! The Thai Tea was very good also. I just wish it was closer to Gilbert!,2
positive,RT @JohnKasich: John Kasich knows how to balance budgets because he's actually done it. He will do it again. #GOPDebate http://t.co/LuyfKOK…,2
positive,Mobile very good 👍👍👍👌👌👌,2
negative," *hugs* me not sad really, me just messing",0
negative,Very bad quality,0
neutral,It's good looking and budget phone in Samsung mobiles,1
positive,"If you are a beer snob, stay at home trying to make it yourself.  If you enjoy a decent local beer in an old chandler building with a nice atmosphere give this place a shot.  The owner used to be a brew-master at Four Peaks Brewery which is a local favorite in Tempe.  

I am not a fan of the over-the-top Hops that a lot of folks enjoy.  A few of the offerings here have a bit too much bite for me.  The red ale was my favorite until they changed the recipe and over did the bitterness.  Right now I get a Sun Devil Ale when I go in and it is pretty good.  They will bring you a taster if you ask and will explain the offerings to help you choose.    

The food is always good.  It is a bar so don't expect 5 star cuisine.  The fries are great and the sandwiches and salads are good as well.  I haven't been disappointed with a meal yet.  Even when busy service is decent.  Enjoy the beer, watch the game and let it all unfold.",2
negative,"Battery is good.
Camera pic quality is not so good n net running very slow as i have told already to coustmer srvce agent. I observed sa. Samsung galaxy m20 model is having problm for slow net runing while at same place, same network in other phone ,net runing good n fast.
Email set up is not happing in this m20 unlike other sets.
But i have lack of time so this time i will not return the product.
But i will suggest to my near n dear to not purchase m20 samsung galaxy.

Thnx.",0
positive,"Perfect fit and more than for this price. please reposition the headphone jack and speaker to somewhere on the top, now it's quet difficult to use when either head phone or speaker is in use.",2
neutral,Not bad..Good..Swift touch,1
positive,Loved the camera quality and battery life,2
neutral," 1-Camera quality is very bad
After taking photo Zooming pictureface is invisible or not a clear picture After 7days usage
2- Night mode bakwas",1
negative,"what the hell am i doing awake this early,",0
positive,"being a rather simpleton, i like my salads with lettuce, tomato, and oil and vinegar...my fish simply baked...my veggies raw....

the ice cream here was very tasty. full of fancy flavors and bits-o-ingredients. but i guess if you want plain ice cream, you go to the supermarket and buy a gallon of store brand. we were cruising the greenbelt at night and saw their sign for ""voted best ice cream"" by the new times, so we decided to hit this place up. it's super cute and modern, but what's so great about this place is the staff. 
our ""server"" was completely into the concept of ""artisan"" ice cream (only in scottsdale can a word like artisan be applied to ice cream...it's not simply ""homemade""). she was super passionate and lively and gregarious, which i really like...because i know she's serving a product she enjoys herself and also wants others to enjoy. 

i had the peach cobbler one and my girl had the basil sorbet. both were very delicious, but at over 6 bucks for 2 small cups, we'll probably have to save our dollars for the supermarket next time. if you have the cash to spare for a snack/dessert, check this place out.",2
negative,"Totally waste of money.signal receiving capacity of the phone is very weak,alaways disconnecting calls.3 times visited service center but problem is same",0
negative,Bad product,0
positive,"The phone comes with 128gb that gives decent storage. The stunning display is full screen and so detailed and precise. The triple camera concept is marvelous with amazing clarity beating the top camera phones or professional cameras in the market and same goes for the front camera as the selfies come out clean and makes everyone look so good. The battery life is the best thing as it comes along with 5000 mAh that makes it run through out the day and is beneficial during vacations as I plan to go on trips with my family and play PUBG throughout the day. All in all Im in love with my phone and if you're planning to buy a phone under 18,000 then this is definetly the best pick",2
negative,Poor battery performance,0
positive,Nice,2
positive,"OK, It`s my 1000th Tweet  I`ll use it to simply say 'Thank You!!'. I`ve met some of the most giving/caring people on Twitter!",2
positive,Super phone,2
positive,Smarty smartphone I like very much all feature s of this  phone,2
negative,Camera awesome but sound quality note clear  no headphone jack and,0
positive,"Have been an apple user, but this phone is amazing.. excellent battery life and great camera quality. Finish is very premium,
The only draw back I saw so far is - phones hangs some time, but very rare.",2
negative,"Big Header Folio (http://bit.ly/MYmeA  has been up 2 hours, no sales yet  I`m really impatient lol",0
positive,New technology in lower price.,2
positive,Best phone if budget up to Rs 15k.,2
positive,Overall Good,2
negative,Dont purchase any products in Amazon I purchased mi note 8 it's a used product it's not new one,0
neutral,Camera quality is bad no naturality and fingerprint sensor is also slow and speaker output is bad,1
neutral,"Battery performance not up to expectation.  20% get discharged when mobile is switched on 0% uses. It's so disappointed me .
Camera is okay so v cn say that not up to mark quality as v expected from Samsung.",1
neutral,Money Laundering tip 5 - Sell the business or constructed hotel etc and take possession of your now clean money,1
neutral,Average in battery life,1
negative," I`m feeling much less alone now in my love for Fitzcarraldo, most people I mention it to have no idea what I am talking about.",0
neutral,AS SHOWN IN THE AV VIDEO THE BOX PACKING IS NOT SIMILAR WHICH I HAVE RECEIVE. CHARGING IS NOT SUPPORTING FAST CHARGING,1
negative,Finger print not actual like other mi mobile but camera quality it's better than note 8 first week battery life performance is lang then as usual 1day max..,0
positive,Superb,2
positive,"Some bugs are there, like if we are trying to upload images to send in whatsapp,images not showing some times",2
positive,All good...but in a heavy usage battery comes one day only... camera superb,2
positive,"The problems I personally felt using this phone are mentioned below
1. Weight of the phone..it's slightly heavy
2.No phone call recorder
3.Two Sims and a memory card cannot be used simultaneously.one sim and another sim or a memory card can be used.
Now,things I liked about this phone are:
1.AMOLED display is above average
2.Android one
3.4030 mAh battery is more than enough for me
4.price is quite affordable.",2
negative,I'm buying at September 15 from flipcart.. my phone automatically leave Sim connectivity... both simcard auto restart for network search.  my wi fi  3G but mi 4i  wi fi catch much slowly... I am cry for lost my 12999 rs.  for this product.,0
negative,"Quality of body and the system features the worst phone even seen wih the system cant download samsung music
I would even go for negative if yet given a chance for the rating",0
positive,Best  & best,2
neutral,Over hit,1
positive,"The major issue in the phone is the battery life. Had to stop using 90 Hz reaolution, to get a days battery backup (I don't play games, I use the phone  for calls, social media and media playback of around an hour a day).",2
positive,Fingerprint reader is ok but camera quality is less than other company  phone in this budght and battery life is good...,2
neutral,Didn't found as per expectations,1
negative,ahh..my stomach hurts,0
negative,"Product is good.
But still tere is problem with my mobile.
It's laggy, while using application gets stuck.
Headset speaker is very bad during call vibrating near fingerprint sensor.
Problem with the network 1-2 points on Jio and Airtel sim after sitting near to the window also. ( Problem faced by me ).

Battery life is good.
Rear camera is good, front camera is bad.
On screen and on back you can see fingerprint marks while usage.
During gameplay phone starts heating and lagging, fingers also while start sweating.",0
positive,Good,2
positive,Owasome quality,2
neutral,I am at my grandparents place,1
positive,Good,2
positive,"Awesome pizza, great cocktails, and salads. Friendly staff. A favorite!",2
neutral,"Good at this price, but u can't compare with samsung, i agree samsung mobiles are bit costly. So in this price range good mobile with many features",1
neutral,"RT @PBoylen: @ScottWalker Russia &amp; China know more about Hillary Clinton's emails than our own Congress! Boom!
#RedNationRaising #GOPDebates",1
positive,Good,2
positive,Very good phone,2
positive,Thumbs up,2
positive,"Switching to Oneplus with this was Amazing experience, overall it's a best phone i have seen till date",2
positive,"Camera Beast.. Must buy phone..

Pros
Excellent camera.
Fast processor.
Expandable memory.. dual sim 4G.
Great Display.
Good battery life..
Don't play games .. so can't comment on heating issue with Pubg .

Cons
Mi ads.. nothing else.

Just buy the phone without thinking..",2
positive,"I put forth that we need to institute a new standard of measurement to be used for comparing coffee shops.  Furthermore, I think that Cartel Coffee Labs should use this place as a standard for this new unit of measurement.

I have to assume it's called a ""Coffee Lab"" for a reason.  Too many coffee shops these days are retail stores, where coffee is an incidental thing in all the yelling, stupid names, and fancy colors.  If you look at the menu of Cartel Coffee Lab, there are a total of 13 items.  It's all about the coffee, plain and simple.

Then again, there's really nothing simple about it to those who take their coffee as seriously as this place does.  The artistry of their baristas is not to be trifled with.  These people can make a latte so pretty, you really won't want to drink it (until you do, then you're happy you did).  On top of that, the selection of coffee varietals is impressive.  I've only tried one, but that alone was better than anything Starbucks tries to pawn off on the masses.  Perhaps the use of the term ""Lab"" is because they've actually stepped beyond anything any other coffee shop has done.  Either way, the formula that they came up with works better than anything I've come across before.

Then again, maybe I'm being too hard on the other places.  It's not that they have an intrinsically inferior product, but the reason for these places has been lost behind t shirts and mugs and open mic nights and selling you a card containing the same money you'd use on the place anyway...

I digress.  Cartel Coffee Labs is a great place with a fantastic product.  If their WiFi is weak or the back corner gets dark, I honestly don't care.  Their coffee is excellent and I'll be coming back for more.",2
negative,Front camera not good getting blur front image,0
negative,RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates,0
positive,I need invoice of this product,2
positive,This price good product,2
positive,"Hi all after using 3 days here is my review for samsung m30

Display is awesome and feels very good when watching HD movies
Camera is good
Audio is good
Overall i feel happy to brought this mobile",2
positive, Hope you  feel better soon little Magic Girl,2
neutral,RT @LadyFyreAZ: #RealityCheck: Rupert Murdoch &amp; Valerie Jarrett gushing over Jeb Bush (&amp; each other) #2016election #GOPDebate http://t.co/M…,1
negative,Terrible experience from Amazon.Recieved a device which hardly ran 2-3 days and thereafter turned dead.Amazon also first promise to replace thereafter changed to refund.This was the worst product I had ever recieved from Amazon...,0
negative,"Its struck mobile automatic I need to return this mobile
Note-returnable dte is over can please help me.",0
positive,Got the keys to my new flat - gorgeous weather for weekend - and i`m spending it 'PACKING',2
positive,This is full proof package worth money spent. Camera quality is remarkable.speed is enormous. Samsung brand itself justifies and services through Amazon is highly appreciable.,2
positive,Very good mobile in cheapest price,2
positive,Osm phone ... Just camera quality is little poor,2
negative,"Lines coming on screen after 2 months using and when go at service centre , they are not ready to did it ok....asking for 5000 money.....",0
positive, it didnt  - from research the traffic in this beautiful system of twitter is approx 100msg/second.. mine only grabs 6msg/sec,2
positive,Ok,2
positive,"This is just overall a great place! It's tough to do this review, as I can probably only remember 1/2 of my times being here, and that is being generous. 
There's something about the atmosphere here that just makes you want to tie one on and knock back giant beers and spend money playing songs, darts, and Golden Tee. They also have pool and other games. 
It's a BIG bar. There is a more ""game side"" and a more ""table/eating side"". They have a ton of TV's that are large and high quality. I have never seen it ""slow"" here. It seems no matter what the day or time it's pretty happening! 
The food is really good. I love the diverse menu, happy hour specials, and quality ingredients. I also have never once had bad service. The staff is fast, friendly, and has never seemed irritated or overwhelmed. 
There is a large patio out front that you can drink on that has misters and heat lamps (depends on the season). 
This is the absolute perfect place to go have a blast with friends, or even come alone when you feel the need for a night out. Always friendly, attentive, and..... oops I forgot the rest because I always end up giggly and drunk. Sigh.",2
positive,"@ericbolling ppl say @realDonaldTrump needs specifics. so, WHY did #GOPDebate panel give all THOSE type of questions to opponents?! RIGGED!",2
positive,"Pros - Best camera, best battery, and the screen is just wow😍😎
This is the best phone I have run so far.
This is a better option for those who want to buy a good mobile under 15k.👌👍
Cons - Sometimes mobile data is truncated.",2
neutral,"Ginger biscuits rule !!! (by the way, I urgently need weight scales  )",1
negative,Hangs automatically,0
neutral,This organization will assume the responsibility for operations in Russia .,1
negative,Audio jack is not available and memory card slot are also not available,0
positive,"Amazing
But didn't get 725 rs. Discount",2
positive,"Delivery on time, excellent experience for me over upgrading from entry level to high end. Everything is perfect except slow mo...dissapoint from one plus flagship..",2
negative,"Sound Volume closed in 13days.
Incoming ring aslo closed in 13day.
Totally Bakvas Phone",0
negative,"The phone is getting hung
Not happy with the productn",0
positive,"Very nice phone with good features, timely delivery by Amazon",2
negative,Software issue,0
negative,"Hybrid slot size less than standard size.  Sim, sd card not fix properly.

1st purchase had this issue,  2nd also have same issue with 2nd sim slot.",0
positive,"Woke up and it`s bank holiday monday, so no college. got a text from tom via jason`s mobile earlier today, so i`m hoping they turned up.",2
negative,"Very bad, every one can open just little security. Camera quality is good, battery life is very good, can use one day with full working...
However, phone is not recommend,always hang  problem without any mean, some time mobile lock keyboard is totally untouchable, just like I am using 6 month old phone,  I purchased this mobile before 15 days...",0
negative,"display on this phone is crap. YouTubers aren't telling you the truth. even in normal uses you notice pixilated everything. comparing it with galaxy m30s ,the m30s has great display.",0
neutral, yess  you?,1
negative,dont buy M20 hanging issue slow processsing,0
neutral,"I had very high expectations for The Breakfast Joynt because so many gave it 5 stars, which means ""As good as it gets, Woohoo!"" according to Yelp.  My experience didn't live up to that but I'm willing to give them another try.

This location was formerly a bar that was transformed into a breakfast restaurant.  The actual bar is still there, with a flat panel TV in the middle, but surprisingly the shelves are still empty all the way up to the ceiling.  They've only been there around 6 months, so maybe this will change as they settle into the location.  It has a very clean, upscale feel to it - something not out of place in North Scottsdale.  It's also easy to find once you're off the 101 onto Raintree, and then north on Northsight... it's on the right and shares parking with Gold's Gym that is easily seen from the road.

I found the eggs to be good, and recommend steering towards the omelet choices.  Being from the South, it wasn't thrilling that the biscuits were somewhat small and square shaped, almost like a little dinner roll.  They have their own style (and they've informed me that they are homemade) but I was looking for something more substantial to be smothered in sausage gravy.  The pancakes were not served hot with the other food items, and they seemed to have settled and were somewhat chewy and elastic.

Menu was rather straightforward and clear with sectioned boxes, with a nice highlight of their featured stuffed apple pancake.  I thought the description of ""ham that falls off the bone"" was repeated far too many times.

Prices were very reasonable for Scottsdale.  The fresh squeezed orange juice was excellent.  Owners are very concerned about customers with less than a stellar dining experience, so I'll be sure to give the Breakfast Joynt another try with friends and family.",1
neutral,"Finger scanner is some what slow
Processor is not good , also battery life better",1
